PhraseId,SentenceId,Phrase,Sentiment
90108,4691,"I 've yet to find an actual Vietnam War combat movie actually produced by either the North or South Vietnamese , but at least now we 've got something pretty damn close .",3
90139,4692,"We never truly come to care about the main characters and whether or not they 'll wind up together , and Michele 's spiritual quest is neither amusing nor dramatic enough to sustain interest .",0
90170,4693,You 'll get the enjoyable basic minimum .,2
90177,4694,"A shimmeringly lovely coming-of-age portrait , shot in artful , watery tones of blue , green and brown .",4
90197,4695,"The Salton Sea has moments of inspired humour , though every scrap is of the darkest variety .",3
90217,4696,Bears about as much resemblance to the experiences of most battered women as Spider-Man does to the experiences of most teenagers .,1
90238,4697,"Has all the values of a straight-to-video movie , but because it has a bigger-name cast , it gets a full theatrical release .",1
90261,4698,The soundtrack alone is worth the price of admission .,4
90265,4699,"It 's very Beavis and Butthead , yet always seems to elicit a chuckle .",3
90281,4700,Connoisseurs of Chinese film will be pleased to discover that Tian 's meticulous talent has not withered during his enforced hiatus .,3
90306,4701,"-LRB- Taymor -RRB- utilizes the idea of making Kahlo 's art a living , breathing part of the movie , often catapulting the artist into her own work .",4
90332,4702,"This is rote spookiness , with nary an original idea -LRB- or role , or edit , or score , or anything , really -RRB- in sight , and the whole of the proceedings beg the question ` Why ? '",0
90368,4703,"Beautiful , angry and sad , with a curious sick poetry , as if the Marquis de Sade had gone in for pastel landscapes .",3
90388,4704,Fluffy neo-noir hiding behind cutesy film references .,1
90397,4705,... a cinematic disaster so inadvertently sidesplitting it 's worth the price of admission for the ridicule factor alone .,1
90416,4706,An overwrought Taiwanese soaper about three people and their mixed-up relationship .,2
90428,4707,What little grace -LRB- Rifkin 's -RRB- tale of precarious skid-row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics .,1
90454,4708,The locale ... remains far more interesting than the story at hand .,1
90463,4709,"The story ... is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is .",4
90482,4710,"Though Frodo 's quest remains unfulfilled , a hardy group of determined New Zealanders has proved its creative mettle .",2
90505,4711,"Brutally honest and told with humor and poignancy , which makes its message resonate .",4
90517,4712,"Human Nature is a goofball movie , in the way that Malkovich was , but it tries too hard .",3
90534,4713,It 's rare for any movie to be as subtle and touching as The Son 's Room .,3
90548,4714,"A low-budget affair , Tadpole was shot on digital video , and the images often look smeary and blurry , to the point of distraction .",0
90571,4715,The movie 's seams may show ... but Pellington gives `` Mothman '' an irresistibly uncanny ambience that goes a long way toward keeping the picture compelling .,3
90594,4716,"Stale first act , Scrooge story , blatant product placement , some very good comedic songs , strong finish , dumb fart jokes .",1
90617,4717,"Manipulative claptrap , a period-piece movie-of-the-week , plain old blarney ... take your pick .",0
90635,4718,"the Venezuelans say things like `` si , pretty much '' and `` por favor , go home '' when talking to Americans .",2
90659,4719,It 's not original enough .,1
90663,4720,"Confessions is n't always coherent , but it 's sharply comic and surprisingly touching , so hold the gong .",3
90682,4721,"An empty exercise , a florid but ultimately vapid crime melodrama with lots of surface flash but little emotional resonance .",1
90702,4722,"` Possession , ' based on the book by A.S. Byatt , demands that LaBute deal with the subject of love head-on ; trading in his cynicism for reverence and a little wit",3
90735,4723,"Terrific as Nadia , a Russian mail-order bride who comes to America speaking not a word of English , it 's Kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers .",3
90774,4724,"Morrissette has performed a difficult task indeed - he 's taken one of the world 's most fascinating stories and made it dull , lifeless , and irritating .",1
90800,4725,Probes in a light-hearted way the romantic problems of individuals for whom the yearning for passion spells discontent .,3
90820,4726,"At some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",1
90840,4727,A rambling ensemble piece with loosely connected characters and plots that never quite gel .,1
90855,4728,"Director Alfonso Cuaron gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally using an omniscient voice-over narrator in the manner of French New Wave films .",3
90896,4729,A movie that feels like the pilot episode of a new teen-targeted action TV series .,2
90911,4730,It 's replaced by some dramatic scenes that are jarring and deeply out of place in what could have -LRB- and probably should have -RRB- been a lighthearted comedy .,1
90937,4731,"waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot Oscar season currently underway .",3
90967,4732,It 's a funny little movie with clever dialogue and likeable characters .,4
90978,4733,A retread of material already thoroughly plumbed by Martin Scorsese .,1
90987,4734,There is a difference between movies with the courage to go over the top and movies that do n't care about being stupid,1
91008,4735,"Barney 's ideas about creation and identity do n't really seem all that profound , at least by way of what can be gleaned from this three-hour endurance test built around an hour 's worth of actual material .",1
91044,4736,"Holm does his sly , intricate magic , and Iben Hjelje is entirely appealing as Pumpkin .",3
91062,4737,"Even with all its botches , Enigma offers all the pleasure of a handsome and well-made entertainment .",3
91079,4738,"Watching this film , what we feel is n't mainly suspense or excitement .",1
91089,4739,It gives devastating testimony to both people 's capacity for evil and their heroic capacity for good .,3
91105,4740,A damn fine and a truly distinctive and a deeply pertinent film .,4
91117,4741,"If you 're the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix , I have just one word for you - -- Decasia",0
91160,4742,Meyjes ' provocative film might be called an example of the haphazardness of evil .,3
91174,4743,Observant intelligence constantly vies with pretension -- and sometimes plain wacky implausibility -- throughout Maelstrom .,2
91190,4744,This gorgeous epic is guaranteed to lift the spirits of the whole family .,4
91203,4745,"Land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored .",3
91222,4746,It collapses when Mr. Taylor tries to shift the tone to a thriller 's rush .,1
91236,4747,A tone poem of transgression .,3
91242,4748,A mean-spirited film made by someone who surely read The Catcher in the Rye but clearly suffers from dyslexia,0
